0	8.05e+08	-1.66e+08	1.41e+08	-2.9e+07	6.9e+07	-1.5e+07
1	2.35e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
2	8.77e+08	-1.66e+08	1.54e+08	-2.9e+07	7.6e+07	-1.5e+07
3	2.54e+08	-1.95e+08	4.5e+07	-3.5e+07	2.2e+07	-1.7e+07
4	5.93e+08	-1.66e+08	1.04e+08	-2.9e+07	5.1e+07	-1.4e+07
5	2.38e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
6	3.807e+09	-1.65e+08	6.65e+08	-2.9e+07	3.27e+08	-1.5e+07
7	7.13e+08	-1.66e+08	1.25e+08	-2.9e+07	6.2e+07	-1.5e+07
8	4.6e+08	-1.66e+08	8.1e+07	-3e+07	4e+07	-1.5e+07
9	4.177e+09	-1.65e+08	7.29e+08	-2.9e+07	3.59e+08	-1.5e+07
10	3.49e+08	-1.69e+08	6.2e+07	-3e+07	3e+07	-1.5e+07
11	4.78e+08	-1.66e+08	8.4e+07	-2.9e+07	4.1e+07	-1.5e+07
12	1.156e+09	-1.65e+08	2.03e+08	-2.9e+07	1e+08	-1.5e+07
13	3.015e+09	-1.65e+08	5.28e+08	-2.9e+07	2.6e+08	-1.5e+07
14	1.65e+08	-2.894e+09	4e+07	-5.06e+08	1.5e+07	-2.48e+08
15	6.06e+08	-1.65e+08	1.06e+08	-2.9e+07	5.3e+07	-1.5e+07
16	7.58e+08	-1.66e+08	1.33e+08	-2.9e+07	6.5e+07	-1.5e+07
17	1.66e+09	-1.64e+08	4e+08	-4e+07	1.43e+08	-1.5e+07
18	2.41e+08	-1.97e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
19	3.49e+08	-1.69e+08	6.1e+07	-3e+07	3e+07	-1.5e+07
20	5.01e+08	-1.66e+08	8.8e+07	-2.9e+07	4.3e+07	-1.5e+07
21	2.41e+08	-1.98e+08	4.3e+07	-3.5e+07	2.1e+07	-1.7e+07
22	2.4e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
23	1.805e+09	-1.64e+08	3.16e+08	-2.9e+07	1.55e+08	-1.5e+07
24	4.603e+09	-1.64e+08	8.04e+08	-2.9e+07	3.95e+08	-1.5e+07
25	2.81e+08	-1.8e+08	5e+07	-3.2e+07	2.5e+07	-1.6e+07
26	5.08e+08	-1.65e+08	8.9e+07	-2.9e+07	4.4e+07	-1.5e+07
27	3.77e+08	-1.66e+08	6.6e+07	-3e+07	3.3e+07	-1.5e+07
28	2.37e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
29	1.76e+08	-2.74e+08	3.1e+07	-4.8e+07	1.5e+07	-2.4e+07
30	7.228e+09	-1.7e+08	1.262e+09	-2.9e+07	6.2e+08	-1.5e+07
31	2.58e+08	-2.13e+08	4.6e+07	-3.8e+07	2.2e+07	-1.9e+07
32	2.65e+08	-1.91e+08	4.7e+07	-3.4e+07	2.3e+07	-1.7e+07
33	2.67e+08	-1.9e+08	4.7e+07	-3.4e+07	2.3e+07	-1.7e+07
34	2.34e+08	-1.98e+08	4.1e+07	-3.5e+07	2.1e+07	-1.8e+07
35	2.52e+08	-1.95e+08	4.5e+07	-3.5e+07	2.2e+07	-1.7e+07
36	6.07e+08	-1.65e+08	1.07e+08	-2.9e+07	5.3e+07	-1.5e+07
37	2.61e+08	-1.93e+08	4.6e+07	-3.4e+07	2.3e+07	-1.7e+07
38	8.83e+08	-1.65e+08	1.55e+08	-2.9e+07	7.6e+07	-1.5e+07
39	1.65e+08	-6.008e+09	2.9e+07	-1.05e+09	1.4e+07	-5.15e+08
40	7.02e+08	-1.66e+08	1.23e+08	-2.9e+07	6.1e+07	-1.5e+07
41	2.47e+08	-1.97e+08	4.4e+07	-3.5e+07	2.2e+07	-1.8e+07
42	8.92e+08	-1.65e+08	1.56e+08	-2.9e+07	7.7e+07	-1.5e+07
43	2.33e+08	-1.98e+08	4.1e+07	-3.5e+07	2e+07	-1.8e+07
44	1.6e+09	-1.64e+08	2.8e+08	-2.9e+07	1.38e+08	-1.5e+07
45	1.88e+08	-2.73e+08	3.3e+07	-4.8e+07	1.7e+07	-2.4e+07
46	2.58e+08	-1.94e+08	4.5e+07	-3.4e+07	2.3e+07	-1.7e+07
47	7.12e+08	-1.65e+08	1.25e+08	-2.9e+07	6.2e+07	-1.5e+07
48	2.46e+08	-1.97e+08	4.4e+07	-3.5e+07	2.2e+07	-1.7e+07
49	2.85e+08	-1.77e+08	5e+07	-3.1e+07	2.5e+07	-1.6e+07
50	2.51e+08	-1.96e+08	4.4e+07	-3.5e+07	2.2e+07	-1.7e+07
51	3.33e+08	-1.69e+08	5.9e+07	-3e+07	2.9e+07	-1.5e+07
52	2.62e+08	-1.92e+08	4.6e+07	-3.4e+07	2.3e+07	-1.7e+07
53	4.395e+09	-1.64e+08	7.67e+08	-2.9e+07	3.77e+08	-1.5e+07
54	4.696e+09	-1.65e+08	8.2e+08	-4e+07	4.03e+08	-1.5e+07
55	2.24e+08	-2.41e+08	4e+07	-4.3e+07	2e+07	-2.1e+07
56	2.11e+08	-2.13e+08	3.7e+07	-3.8e+07	1.8e+07	-1.9e+07
57	5.225e+09	-1.66e+08	9.12e+08	-2.9e+07	4.49e+08	-1.5e+07
58	4.386e+09	-1.65e+08	7.66e+08	-2.9e+07	3.77e+08	-1.5e+07
59	2.45e+08	-1.96e+08	4.3e+07	-3.5e+07	2.2e+07	-1.7e+07
60	7.08e+08	-1.66e+08	1.24e+08	-3e+07	6.1e+07	-1.5e+07
61	1.146e+09	-1.66e+08	2.01e+08	-4e+07	9.9e+07	-1.5e+07
62	3.673e+09	-1.65e+08	6.42e+08	-2.9e+07	3.16e+08	-1.5e+07
63	7.21e+08	-1.66e+08	1.27e+08	-2.9e+07	6.2e+07	-1.5e+07
64	6.267e+09	-1.65e+08	1.094e+09	-4e+07	5.38e+08	-1.5e+07
65	2.669e+09	-1.65e+08	4.67e+08	-2.9e+07	2.3e+08	-1.5e+07
66	2.4e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
67	3.45e+08	-1.69e+08	6.1e+07	-3e+07	3e+07	-1.5e+07
68	2.45e+08	-1.96e+08	4.3e+07	-3.5e+07	2.2e+07	-1.7e+07
69	4.092e+09	-1.65e+08	7.15e+08	-2.9e+07	3.51e+08	-1.5e+07
70	2.66e+08	-1.91e+08	4.7e+07	-3.4e+07	2.3e+07	-1.7e+07
71	2.6e+08	-1.93e+08	4.6e+07	-3.4e+07	2.3e+07	-1.7e+07
72	6.06e+08	-1.66e+08	1.06e+08	-2.9e+07	5.2e+07	-1.5e+07
73	1.79e+08	-2.66e+08	3.2e+07	-4.7e+07	1.6e+07	-2.3e+07
74	1.65e+08	-1.645e+09	2.9e+07	-2.88e+08	1.4e+07	-1.41e+08
75	7.1e+08	-1.66e+08	1.25e+08	-3e+07	6.2e+07	-1.5e+07
76	7.25e+08	-1.65e+08	1.27e+08	-2.9e+07	6.3e+07	-1.5e+07
77	2.42e+08	-1.97e+08	4.3e+07	-3.5e+07	2.1e+07	-1.7e+07
78	7.1e+08	-1.66e+08	1.25e+08	-2.9e+07	6.2e+07	-1.5e+07
79	3.181e+09	-1.64e+08	5.56e+08	-2.9e+07	2.74e+08	-1.4e+07
80	2.5e+08	-1.96e+08	4.4e+07	-3.5e+07	2.2e+07	-1.7e+07
81	4.86e+09	-1.65e+08	8.49e+08	-2.9e+07	4.17e+08	-1.5e+07
