,index,run_no_true,alpha,lambda,direction,phase_val,akio_alpha_l5_p,akio_alpha_l10_p,akio_alpha_l25_p,akio_alpha_l5_n,akio_alpha_l10_n,akio_alpha_l25_n,nadav_alpha_l5_n,nadav_alpha_l10_n,nadav_alpha_l25_n,nadav_alpha_l5_p,nadav_alpha_l10_p,nadav_alpha_l25_p,chas_alpha_l5_p,chas_alpha_l10_p,chas_alpha_l12_p,chas_alpha_l18_p,chas_alpha_l20_p,chas_alpha_l25_p,chas_alpha_l31_p,chas_alpha_l5_n,chas_alpha_l10_n,chas_alpha_l12_n,chas_alpha_l18_n,chas_alpha_l20_n,chas_alpha_l25_n,chas_alpha_l31_n
83,95,83,506000000.0,12,push,TF,1.65,0.29,0.15,-39.36,-6.88,-3.37,-44.1760738718,-7.46230765635,-3.6567927467,,,,-37.2695826321,-6.51856645562,-4.89395062411,-3.6319083802,-3.44629335628,-3.24603326942,-3.0788031462,-37.2695826321,-6.51856645562,-4.89395062411,-3.6319083802,-3.44629335628,-3.24603326942,-3.0788031462
84,9,84,476000000.0,18,pull,TF,44.19,7.72,3.79,-1.64,-0.29,-0.15,,,,55.0565215548,9.29582827493,4.55394842435,50.2889600699,8.79614942058,6.60392954567,4.90097604957,4.6505522091,4.3804771669,4.15534996771,50.2889600699,8.79614942058,6.60392954567,4.90097604957,4.6505522091,4.3804771669,4.15534996771
85,57,85,7100000.0,18,pull,TF,2.63,0.46,0.23,-1.93,-0.34,-0.17,,,,2.93777457086,0.491317026851,0.239916529317,2.02739235839,0.354799662617,0.266389224849,0.197717447707,0.187634367716,0.176803077129,0.167936354247,2.02739235839,0.354799662617,0.266389224849,0.197717447707,0.187634367716,0.176803077129,0.167936354247
86,74,86,1800000.0,31,pull,TF,2.41,0.43,0.21,-1.97,-0.35,-0.17,,,,2.3182998351,0.398995677439,0.194313519179,1.51485018309,0.265151767647,0.199083975699,0.147768437903,0.140237825988,0.132159822594,0.125590126438,1.51485018309,0.265151767647,0.199083975699,0.147768437903,0.140237825988,0.132159822594,0.125590126438
87,26,87,51000000.0,18,pull,TF,6.24,1.1,0.54,-1.66,-0.4,-0.15,,,,7.79716952051,1.31610953451,0.643692668868,6.54671637208,1.14526716971,0.859851161667,0.638141450818,0.605552288989,0.570444767377,0.541326796439,6.54671637208,1.14526716971,0.859851161667,0.638141450818,0.605552288989,0.570444767377,0.541326796439
88,81,88,100000000.0,12,pull,Random,2.48,0.44,0.22,-2.02,-0.36,-0.18,,,,8.75496158346,1.47710180413,0.723052066933,3.00468242111,0.525894525719,0.394855641093,0.293066284311,0.278106857084,0.261985906641,0.24855623048,3.00468242111,0.525894525719,0.394855641093,0.293066284311,0.278106857084,0.261985906641,0.24855623048
89,30,89,74000000.0,18,pull,TF,8.86,1.55,0.76,-1.66,-0.29,-0.15,,,,10.3134216406,1.74652972869,0.854416076921,8.90024862071,1.55692094408,1.16890994982,0.867502327019,0.823192605225,0.775442637479,0.735778214391,8.90024862071,1.55692094408,1.16890994982,0.867502327019,0.823192605225,0.775442637479,0.735778214391
90,36,90,61000000.0,18,pull,TF,7.46,1.31,0.64,-1.65,-0.4,-0.15,,,,8.92856153814,1.50452766066,0.736404344733,7.57548790163,1.32520792256,0.994945887229,0.738398934573,0.700686602841,0.660053132765,0.626326013258,7.57548790163,1.32520792256,0.994945887229,0.738398934573,0.700686602841,0.660053132765,0.626326013258
91,49,91,18000000.0,31,pull,TF,3.27,0.58,0.28,-1.7,-0.3,-0.15,,,,4.4577893534,0.758545073067,0.36817663688,3.48472071234,0.609699185538,0.457761058193,0.339740084269,0.322400033197,0.303742003352,0.288349637841,3.48472071234,0.609699185538,0.457761058193,0.339740084269,0.322400033197,0.303742003352,0.288349637841
92,42,92,21000000.0,10,pull,TF,2.77,0.49,0.24,-1.84,-0.33,-0.16,,,,3.374304886,0.575635273587,0.279188680313,2.49515839351,0.436616058478,0.327814811084,0.243303062843,0.23089056297,0.217546752817,0.206584527217,2.49515839351,0.436616058478,0.327814811084,0.243303062843,0.23089056297,0.217546752817,0.206584527217
93,89,93,766000000.0,12,pull,Flip,7.53,1.32,0.65,-1.66,-0.4,-0.15,,,,59.3121409814,,4.91156945776,33.1189956257,5.79442755,4.35046351446,3.22958511592,3.06561575625,2.89079024011,2.75183828428,33.1189956257,5.79442755,4.35046351446,3.22958511592,3.06561575625,2.89079024011,2.75183828428
94,67,94,5500000.0,10,pull,TF,2.46,0.43,0.21,-1.96,-0.35,-0.17,,,,2.41871698997,0.415408690932,0.203604533908,1.61047766247,0.281877661227,0.211641319372,0.157087570529,0.149080736721,0.140489041675,0.133490767966,1.61047766247,0.281877661227,0.211641319372,0.157087570529,0.149080736721,0.140489041675,0.133490767966
95,97,95,604000000.0,12,push,TF,1.65,0.29,0.15,-47.08,-8.23,-4.03,-52.2391901845,-8.82655951485,-4.32720938465,,,,-44.7417526906,-7.82551157694,-5.87517020473,-4.36009778251,-4.13727166116,-3.89687388576,-3.69616136254,-44.7417526906,-7.82551157694,-5.87517020473,-4.36009778251,-4.13727166116,-3.89687388576,-3.69616136254
96,31,96,20000000.0,18,pull,TF,3.17,0.56,0.28,-1.7,-0.3,-0.15,,,,4.3085322464,0.733509849059,0.356755589307,3.35679068714,0.587322304798,0.44096100987,0.327271851491,0.310568444424,0.292596194129,0.277772753864,3.35679068714,0.587322304798,0.44096100987,0.327271851491,0.310568444424,0.292596194129,0.277772753864
97,46,97,34000000.0,5,pull,TF,2.48,0.44,0.22,-1.97,-0.35,-0.17,,,,2.44365671215,0.419415530099,0.205332276846,1.63197080298,0.285637173773,0.214463876198,0.159182311365,0.15106848546,0.142361495467,0.135267456733,1.63197080298,0.285637173773,0.214463876198,0.159182311365,0.15106848546,0.142361495467,0.135267456733
98,78,98,100000000.0,12,pull,Random_TF,8.85,1.55,0.76,-1.66,-0.3,-0.15,,,,10.3160490849,1.74703896296,0.854628357908,8.91618509395,1.55970620084,1.17100087017,0.86905379272,0.824664612459,0.776828646572,0.737091504817,8.91618509395,1.55970620084,1.17100087017,0.86905379272,0.824664612459,0.776828646572,0.737091504817
99,18,99,575000000.0,10,pull,TF,33.13,5.79,2.85,-1.64,-0.29,-0.15,,,,37.5606842152,6.34385371051,3.11145937528,34.1317980802,5.97012538422,4.4822258818,3.32640234175,3.15644012829,2.97315412586,2.82042288555,34.1317980802,5.97012538422,4.4822258818,3.32640234175,3.15644012829,2.97315412586,2.82042288555
