4.021165273504891624e-08,2.619439406260793750e+14
4.553705289195719524e-08,7.399651429924462500e+13
5.156771843594278284e-08,2.045864430012667969e+13
5.839705066109678062e-08,6.358497333825428711e+12
6.613082039204158352e-08,1.912675828225341797e+12
7.488880613345577235e-08,7.947648197672586670e+11
8.480664916670591450e-08,3.080578687716450195e+11
9.603795432481485565e-08,1.790970860470362854e+11
1.087566689819906000e-07,4.776166515823840332e+10
1.231597771028537921e-07,1.930372799998095703e+10
1.394703500760623575e-07,9.562404397473480225e+09
1.579410015828017886e-07,5.243050638440117836e+09
1.788578000082042966e-07,2.671990168199317455e+09
2.025446989900453361e-07,1.531550889777959824e+09
2.293685547238431132e-07,8.441533543769181967e+08
2.597448077310099630e-07,4.715731539933496714e+08
2.941439170877164358e-07,2.825755405089529753e+08
3.330986467660421947e-07,1.701002496274120510e+08
3.772123169362732263e-07,1.090661989870457798e+08
4.271681480242429149e-07,6.777557392080010474e+07
4.837398422419178227e-07,5.066732953681645542e+07
5.478035664750809678e-07,3.129336760256952792e+07
6.203515221157758861e-07,2.411500788608810678e+07
7.025073120053610821e-07,1.707636908490487188e+07
7.955433424871857584e-07,1.031099252806951106e+07
9.009005300870878420e-07,8.512654914227478206e+06
1.020210618033381959e-06,6.476155803417678922e+06
1.155321448248499412e-06,4.169954455902814865e+06
1.308325580217925560e-06,3.028750861328710802e+06
1.481592699977636975e-06,2.047095306430401048e+06
1.677806321161577684e-06,1.433183909493552288e+06
1.900005346524886978e-06,1.085737065012034960e+06
2.151631133636367421e-06,8.119831410648162710e+05
2.436580793680771592e-06,6.269564021415824536e+05
2.759267548848078620e-06,4.372881779966194299e+05
3.124689083108465764e-06,3.487180262947889278e+05
3.538504944971111226e-06,2.484181527912163292e+05
4.007124201019377729e-06,1.947584532840769098e+05
4.537804697776481437e-06,1.517406914746311377e+05
5.138765469241975957e-06,1.155467661622580345e+05
5.819314031036453855e-06,9.287066071275429567e+04
6.589990532650852885e-06,7.145133419952234544e+04
7.30294E-06,68645.70898
7.40821E-06,58295.15557
7.51501E-06,50834.8981
7.62334E-06,43552.97591
7.78877E-06,34462.15647
7.95779E-06,27510.84131
8.13048E-06,23259.72304
8.30692E-06,17765.68371
8.36658E-06,16553.40993
8.42666E-06,15187.23112
8.51761E-06,13302.29262
8.60953E-06,12285.56784
8.92316E-06,9198.982774
8.98725E-06,8039.489995
9.21519E-06,6046.324808
9.38154E-06,5696.302268
9.7233E-06,3904.536868
9.79313E-06,3654.20978
9.87759E-06,3365.977206
1.00057E-05,3035.432144
1.01499E-05,2658.69442
1.02374E-05,2448.984966
1.03701E-05,2208.490205
1.04596E-05,2034.291444
1.05952E-05,1834.520337
1.106E-05,1291.247379
1.11554E-05,1165.988675
1.13E-05,1051.486474
1.14629E-05,971.1189475
1.15618E-05,871.123444
1.17117E-05,785.5775432
1.18805E-05,725.5340468
1.20345E-05,647.3855285
1.21557E-05,585.3604655
1.23133E-05,527.8770071
1.24908E-05,487.5301547
1.26709E-05,438.4901065
1.28535E-05,394.3829354
1.30388E-05,354.7124495
1.32268E-05,319.0323681
1.33982E-05,284.6688438
1.3538E-05,259.7939213
1.37577E-05,248.0194548
1.38071E-05,229.062758
1.40061E-05,208.769962
1.4208E-05,187.7700528
1.44128E-05,168.8824981
1.46206E-05,152.9046053
1.48101E-05,139.1741481
1.50451E-05,126.1740414
1.5262E-05,113.4823525
1.5482E-05,104.1164764
1.57052E-05,94.26606609
1.59316E-05,85.34759838
1.61612E-05,78.30372758
1.63942E-05,70.42725361
1.66305E-05,64.82920374
1.68703E-05,59.08594884
1.71135E-05,54.03019605
1.7385E-05,49.76846412
1.76104E-05,44.73266722
1.78643E-05,41.31364669
1.81218E-05,37.65364796
1.8383E-05,34.54603349
1.8648E-05,31.69489531
1.89168E-05,28.98288749
1.91895E-05,26.67912522
1.94662E-05,24.47725528
1.97468E-05,22.53163212
2.00314E-05,20.80948771
2.03202E-05,19.21897076
2.06131E-05,17.75002067
2.09103E-05,16.39334581
2.12117E-05,15.14036473
2.15175E-05,13.98315187
2.18276E-05,12.91438745
2.21423E-05,11.92731115
2.24936E-05,10.95744254
2.28669E-05,10.44697232
2.29489E-05,9.777197581
2.32797E-05,9.15036334
2.36153E-05,8.53539225
2.39557E-05,7.909172069
2.43011E-05,7.402100402
2.46514E-05,6.836340863
2.50067E-05,6.376888945
2.53672E-05,5.928641587
2.57697E-05,5.500957085
2.62913E-05,5.175642717
2.62913E-05,4.843822679
2.68138E-05,4.624289337
2.70548E-05,4.299236557
2.74448E-05,4.077279654
2.78404E-05,3.815877706
2.82417E-05,3.57123472
2.86899E-05,3.324606569
2.92182E-05,3.107339353
2.94807E-05,2.927455068
2.99057E-05,2.776319198
3.03803E-05,2.570923626
3.09952E-05,2.442506313
3.09952E-05,2.296032578
3.16112E-05,2.201675009
3.19523E-05,2.060521547
3.25874E-05,1.993375583
3.25874E-05,1.865576583
3.3235E-05,1.781024301
3.35937E-05,1.666839535
3.42001E-05,1.601873295
3.45692E-05,1.499174232
3.51932E-05,1.440742865
3.55095E-05,1.35733807
3.60213E-05,1.287262709
3.65929E-05,1.192029402
3.72668E-05,1.134991708
3.7669E-05,1.062225288
3.8349E-05,1.020824313
3.87629E-05,0.955377376
3.94626E-05,0.918140873
3.98885E-05,0.859277161
4.06085E-05,0.831276001
4.13268E-05,0.775922147
4.20878E-05,0.742721428
4.25421E-05,0.695104182
4.331E-05,0.668012009
4.37774E-05,0.625184522
4.45677E-05,0.60481171
4.53559E-05,0.567538308
4.61912E-05,0.540382034
4.66897E-05,0.505737142
4.76176E-05,0.492509292
4.83733E-05,0.459104779
4.92641E-05,0.437136967
5.03332E-05,0.414568874
5.07854E-05,0.392298501
5.18875E-05,0.377841989
5.27109E-05,0.352214802
5.37777E-05,0.339835336
5.45529E-05,0.320162224
5.56371E-05,0.309729137
5.61371E-05,0.293090687
5.73553E-05,0.282290062
5.81821E-05,0.268308202
5.93384E-05,0.257281829
6.00146E-05,0.245621217
6.10615E-05,0.237617188
6.23866E-05,0.225349714
6.29472E-05,0.215136339
6.41982E-05,0.208125717
6.55913E-05,0.1973808
6.70147E-05,0.187190612
6.77784E-05,0.178706697
6.89607E-05,0.174032519
7.00801E-05,0.16651232
7.14729E-05,0.159669343
7.30239E-05,0.151426086
7.46086E-05,0.143608404
7.62276E-05,0.137099736
7.7465E-05,0.131175456
7.90045E-05,0.126620888
8.02869E-05,0.121149415
8.18826E-05,0.116170668
8.38093E-05,0.111889686
8.50174E-05,0.106113152
8.68624E-05,0.103337701
8.82723E-05,0.097786466
9.00267E-05,0.095228804
9.43132E-05,0.087369422
1.151287306129097709e-04,6.702977315541981673e-02
1.303757179503950284e-04,4.557931047952340498e-02
1.476419286531672819e-04,3.089059874008281970e-02
1.671947770574935853e-04,2.097379065094373898e-02
1.893370923172730820e-04,1.487912439457085567e-02
2.144118085389251475e-04,1.058461296055663789e-02
2.428072760507827047e-04,7.905582485449914182e-03
2.749632760664768379e-04,6.015205035569588105e-03
3.113778318957663546e-04,4.678247520240596223e-03
3.526149221929815469e-04,3.765407415188185176e-03
3.993132157037576884e-04,3.086277166416050328e-03
4.521959627914161079e-04,2.651456473847215757e-03
5.120821969402499906e-04,2.424105475310643458e-03
5.798994197215116006e-04,2.319040510832238132e-03
6.566979656833951511e-04,2.293579061447827312e-03
7.436672696444725965e-04,2.331938939603802295e-03
8.421542883339669600e-04,2.475120173963580444e-03
9.536843616881933916e-04,2.666487912146683209e-03
1.079984836897178490e-03,3.006311351115117676e-03
1.223011821084223592e-03,3.491075189967898351e-03
1.384980476956601666e-03,4.148720779768873441e-03
1.568399330638060819e-03,4.866669990553173022e-03
1.776109123033506234e-03,5.788944867079638852e-03
2.011326806445083368e-03,6.649740324865647742e-03
2.277695367847199902e-03,7.302224085736080950e-03
2.579340250469753723e-03,7.873753554563526005e-03
2.920933247531504098e-03,8.170066231541830981e-03
3.307764857692228801e-03,8.148342129259765476e-03
3.745826222845128478e-03,8.150664644713418241e-03
4.241901917279443553e-03,8.056088760761654505e-03
4.803675025306409184e-03,7.825007666885833157e-03
5.439846134762101569e-03,7.572590224518865876e-03
6.160268089325771600e-03,7.367805125288087037e-03
6.976098586660652370e-03,6.941073088848473578e-03
7.899972985775549628e-03,6.769343836284921236e-03
8.946199999999997904e-03,6.487700862314886921e-03
