% Model:              lens_cube.mph
% Version:            COMSOL 5.5.0.292
% Date:               Nov 26 2021, 17:37
% Dimension:          3
% Nodes:              2001
% Expressions:        1
% Description:        Electric field, z component
% Length unit:        m
% x                       y                        z                        es.Ez (V/m)
3.0E-5                    -2.5E-5                  -4.980000000000001E-4    -103.09569962424382
3.0E-5                    -2.5E-5                  -4.97E-4                 -103.19031275811767
3.0E-5                    -2.5E-5                  -4.96E-4                 -103.28492589199163
3.0E-5                    -2.5E-5                  -4.95E-4                 -103.37953902586509
3.0E-5                    -2.5E-5                  -4.940000000000001E-4    -103.47415215973888
3.0E-5                    -2.5E-5                  -4.930000000000001E-4    -103.56876529361375
3.0E-5                    -2.5E-5                  -4.92E-4                 -103.66337842748732
3.0E-5                    -2.5E-5                  -4.91E-4                 -103.75799156136077
3.0E-5                    -2.5E-5                  -4.900000000000001E-4    -103.85260469523541
3.0E-5                    -2.5E-5                  -4.890000000000001E-4    -103.94721782910835
3.0E-5                    -2.5E-5                  -4.8800000000000004E-4   -104.04183096298277
3.0E-5                    -2.5E-5                  -4.87E-4                 -104.13644409685628
3.0E-5                    -2.5E-5                  -4.86E-4                 -104.23105723073036
3.0E-5                    -2.5E-5                  -4.850000000000001E-4    -104.32567036460432
3.0E-5                    -2.5E-5                  -4.8400000000000006E-4   -104.42028349847794
3.0E-5                    -2.5E-5                  -4.8300000000000003E-4   -104.51489663235225
3.0E-5                    -2.5E-5                  -4.82E-4                 -104.6095097662261
3.0E-5                    -2.5E-5                  -4.810000000000001E-4    -104.7041229000996
3.0E-5                    -2.5E-5                  -4.8000000000000007E-4   -104.79873603397391
3.0E-5                    -2.5E-5                  -4.7900000000000004E-4   -104.89334916784799
3.0E-5                    -2.5E-5                  -4.78E-4                 -104.98796230172229
3.0E-5                    -2.5E-5                  -4.77E-4                 -105.1176427056723
3.0E-5                    -2.5E-5                  -4.760000000000001E-4    -105.21190549465618
3.0E-5                    -2.5E-5                  -4.7500000000000005E-4   -105.30616828364043
3.0E-5                    -2.5E-5                  -4.7400000000000003E-4   -105.40043107262488
3.0E-5                    -2.5E-5                  -4.73E-4                 -105.49469386160877
3.0E-5                    -2.5E-5                  -4.720000000000001E-4    -105.5889566505933
3.0E-5                    -2.5E-5                  -4.7100000000000006E-4   -105.5990237310752
3.0E-5                    -2.5E-5                  -4.7000000000000004E-4   -105.69741697993364
3.0E-5                    -2.5E-5                  -4.69E-4                 -105.79581022879175
3.0E-5                    -2.5E-5                  -4.68E-4                 -105.89420347765045
3.0E-5                    -2.5E-5                  -4.670000000000001E-4    -105.99259672650902
3.0E-5                    -2.5E-5                  -4.6600000000000005E-4   -106.09098997536728
3.0E-5                    -2.5E-5                  -4.65E-4                 -106.18938322422562
3.0E-5                    -2.5E-5                  -4.64E-4                 -106.28777647308425
3.0E-5                    -2.5E-5                  -4.630000000000001E-4    -106.38616972194245
3.0E-5                    -2.5E-5                  -4.6200000000000006E-4   -106.48456297080068
3.0E-5                    -2.5E-5                  -4.6100000000000004E-4   -106.58295621965931
3.0E-5                    -2.5E-5                  -4.6E-4                  -106.68134946851785
3.0E-5                    -2.5E-5                  -4.590000000000001E-4    -106.77974271737585
3.0E-5                    -2.5E-5                  -4.580000000000001E-4    -106.87813596623468
3.0E-5                    -2.5E-5                  -4.5700000000000005E-4   -106.97652921509321
3.0E-5                    -2.5E-5                  -4.56E-4                 -107.0749224639511
3.0E-5                    -2.5E-5                  -4.55E-4                 -107.1733157128095
3.0E-5                    -2.5E-5                  -4.540000000000001E-4    -107.27170896166818
3.0E-5                    -2.5E-5                  -4.5300000000000006E-4   -107.37010221052675
3.0E-5                    -2.5E-5                  -4.5200000000000004E-4   -107.4684954593848
3.0E-5                    -2.5E-5                  -4.51E-4                 -107.56688870824317
3.0E-5                    -2.5E-5                  -4.500000000000001E-4    -107.66528195710184
3.0E-5                    -2.5E-5                  -4.4900000000000007E-4   -107.7636752059602
3.0E-5                    -2.5E-5                  -4.4800000000000005E-4   -107.86206845481831
3.0E-5                    -2.5E-5                  -4.47E-4                 -107.96046170367705
3.0E-5                    -2.5E-5                  -4.46E-4                 -108.05885495253511
3.0E-5                    -2.5E-5                  -4.450000000000001E-4    -108.15724820139363
3.0E-5                    -2.5E-5                  -4.4400000000000006E-4   -108.25564145025234
3.0E-5                    -2.5E-5                  -4.4300000000000003E-4   -108.3540346991106
3.0E-5                    -2.5E-5                  -4.42E-4                 -108.45242794796913
3.0E-5                    -2.5E-5                  -4.410000000000001E-4    -108.55082119682717
3.0E-5                    -2.5E-5                  -4.4000000000000007E-4   -108.64921444568589
3.0E-5                    -2.5E-5                  -4.3900000000000005E-4   -108.7476076945439
3.0E-5                    -2.5E-5                  -4.38E-4                 -108.84600094340261
3.0E-5                    -2.5E-5                  -4.37E-4                 -108.94439419226093
3.0E-5                    -2.5E-5                  -4.360000000000001E-4    -109.04278744111946
3.0E-5                    -2.5E-5                  -4.3500000000000006E-4   -109.1411806899777
3.0E-5                    -2.5E-5                  -4.3400000000000003E-4   -109.23957393883606
3.0E-5                    -2.5E-5                  -4.33E-4                 -109.33796718769469
3.0E-5                    -2.5E-5                  -4.320000000000001E-4    -109.43636043655312
3.0E-5                    -2.5E-5                  -4.3100000000000007E-4   -109.53475368541146
3.0E-5                    -2.5E-5                  -4.3000000000000004E-4   -109.63314693426986
3.0E-5                    -2.5E-5                  -4.29E-4                 -109.73154018312823
3.0E-5                    -2.5E-5                  -4.28E-4                 -109.82993343198646
3.0E-5                    -2.5E-5                  -4.270000000000001E-4    -109.92832668084506
3.0E-5                    -2.5E-5                  -4.2600000000000005E-4   -110.02671992970352
3.0E-5                    -2.5E-5                  -4.2500000000000003E-4   -110.12511317856175
3.0E-5                    -2.5E-5                  -4.24E-4                 -110.22350642742019
3.0E-5                    -2.5E-5                  -4.230000000000001E-4    -110.32189967627862
3.0E-5                    -2.5E-5                  -4.2200000000000007E-4   -110.42029292513708
3.0E-5                    -2.5E-5                  -4.2100000000000004E-4   -110.51868617399552
3.0E-5                    -2.5E-5                  -4.2E-4                  -110.61707942285376
3.0E-5                    -2.5E-5                  -4.19E-4                 -110.71547267171252
3.0E-5                    -2.5E-5                  -4.180000000000001E-4    -110.8138659205707
3.0E-5                    -2.5E-5                  -4.1700000000000005E-4   -110.91225916942926
3.0E-5                    -2.5E-5                  -4.1600000000000003E-4   -111.01065241828769
3.0E-5                    -2.5E-5                  -4.15E-4                 -111.10904566714592
3.0E-5                    -2.5E-5                  -4.140000000000001E-4    -111.20743891600435
3.0E-5                    -2.5E-5                  -4.1300000000000006E-4   -111.30583216486272
3.0E-5                    -2.5E-5                  -4.1200000000000004E-4   -111.40422541372115
3.0E-5                    -2.5E-5                  -4.11E-4                 -111.50261866257952
3.0E-5                    -2.5E-5                  -4.100000000000001E-4    -111.60101191143815
3.0E-5                    -2.5E-5                  -4.090000000000001E-4    -111.69940516029658
3.0E-5                    -2.5E-5                  -4.0800000000000005E-4   -111.79779840915484
3.0E-5                    -2.5E-5                  -4.07E-4                 -111.8961916580132
3.0E-5                    -2.5E-5                  -4.06E-4                 -111.99458490687176
3.0E-5                    -2.5E-5                  -4.050000000000001E-4    -112.09297815572974
3.0E-5                    -2.5E-5                  -4.0400000000000006E-4   -112.1913714045884
3.0E-5                    -2.5E-5                  -4.0300000000000004E-4   -112.28976465344722
3.0E-5                    -2.5E-5                  -4.02E-4                 -112.38815790230532
3.0E-5                    -2.5E-5                  -4.010000000000001E-4    -112.48655115116351
3.0E-5                    -2.5E-5                  -4.000000000000001E-4    -112.58494440002181
3.0E-5                    -2.5E-5                  -3.9900000000000005E-4   -112.68333764888035
3.0E-5                    -2.5E-5                  -3.98E-4                 -112.78173089773864
3.0E-5                    -2.5E-5                  -3.97E-4                 -112.88012414659727
3.0E-5                    -2.5E-5                  -3.960000000000001E-4    -112.97851739545567
3.0E-5                    -2.5E-5                  -3.9500000000000006E-4   -113.07691064431395
3.0E-5                    -2.5E-5                  -3.9400000000000004E-4   -113.17530389317241
3.0E-5                    -2.5E-5                  -3.93E-4                 -113.27369714203093
3.0E-5                    -2.5E-5                  -3.920000000000001E-4    -113.37209039088941
3.0E-5                    -2.5E-5                  -3.9100000000000007E-4   -113.47048363974736
3.0E-5                    -2.5E-5                  -3.9000000000000005E-4   -113.56887688860608
3.0E-5                    -2.5E-5                  -3.89E-4                 -113.66727013746468
3.0E-5                    -2.5E-5                  -3.88E-4                 -113.765663386323
3.0E-5                    -2.5E-5                  -3.870000000000001E-4    -113.86405663518134
3.0E-5                    -2.5E-5                  -3.8600000000000006E-4   -113.96244988403951
3.0E-5                    -2.5E-5                  -3.8500000000000003E-4   -114.06084313289827
3.0E-5                    -2.5E-5                  -3.84E-4                 -114.15923638175622
3.0E-5                    -2.5E-5                  -3.830000000000001E-4    -114.25762963061507
3.0E-5                    -2.5E-5                  -3.8200000000000007E-4   -114.35602287947347
3.0E-5                    -2.5E-5                  -3.8100000000000005E-4   -114.45441612833181
3.0E-5                    -2.5E-5                  -3.8E-4                  -114.55280937719016
3.0E-5                    -2.5E-5                  -3.79E-4                 -114.65120262604876
3.0E-5                    -2.5E-5                  -3.780000000000001E-4    -114.74959587490707
3.0E-5                    -2.5E-5                  -3.7700000000000006E-4   -114.84798912376507
3.0E-5                    -2.5E-5                  -3.7600000000000003E-4   -114.94638237262376
3.0E-5                    -2.5E-5                  -3.75E-4                 -115.04477562148261
3.0E-5                    -2.5E-5                  -3.740000000000001E-4    -115.31567558759821
3.0E-5                    -2.5E-5                  -3.7300000000000007E-4   -115.41759863587151
3.0E-5                    -2.5E-5                  -3.7200000000000004E-4   -115.51952168414641
3.0E-5                    -2.5E-5                  -3.71E-4                 -115.62144473242142
3.0E-5                    -2.5E-5                  -3.700000000000001E-4    -115.72336778069439
3.0E-5                    -2.5E-5                  -3.690000000000001E-4    -115.74570085010464
3.0E-5                    -2.5E-5                  -3.6800000000000005E-4   -115.85549571696265
3.0E-5                    -2.5E-5                  -3.6700000000000003E-4   -115.96529058382157
3.0E-5                    -2.5E-5                  -3.66E-4                 -116.07508545067867
3.0E-5                    -2.5E-5                  -3.650000000000001E-4    -116.18488031753702
3.0E-5                    -2.5E-5                  -3.6400000000000007E-4   -116.29467518439583
3.0E-5                    -2.5E-5                  -3.6300000000000004E-4   -116.40447005125338
3.0E-5                    -2.5E-5                  -3.62E-4                 -116.51426491811253
3.0E-5                    -2.5E-5                  -3.610000000000001E-4    -116.62405978497077
3.0E-5                    -2.5E-5                  -3.600000000000001E-4    -116.73385465182889
3.0E-5                    -2.5E-5                  -3.5900000000000005E-4   -116.84364951868747
3.0E-5                    -2.5E-5                  -3.5800000000000003E-4   -116.95344438554514
3.0E-5                    -2.5E-5                  -3.57E-4                 -117.06323925240281
3.0E-5                    -2.5E-5                  -3.560000000000001E-4    -117.13924345806174
3.0E-5                    -2.5E-5                  -3.5500000000000006E-4   -117.24789051045263
3.0E-5                    -2.5E-5                  -3.5400000000000004E-4   -117.35653756284387
3.0E-5                    -2.5E-5                  -3.53E-4                 -117.4651846152347
3.0E-5                    -2.5E-5                  -3.520000000000001E-4    -117.57383166762565
3.0E-5                    -2.5E-5                  -3.510000000000001E-4    -117.68247872001689
3.0E-5                    -2.5E-5                  -3.5000000000000005E-4   -117.79112577240738
3.0E-5                    -2.5E-5                  -3.49E-4                 -117.8997728247985
3.0E-5                    -2.5E-5                  -3.48E-4                 -118.00841987718974
3.0E-5                    -2.5E-5                  -3.470000000000001E-4    -118.11706692958126
3.0E-5                    -2.5E-5                  -3.4600000000000006E-4   -118.22571398197192
3.0E-5                    -2.5E-5                  -3.4500000000000004E-4   -118.33436103436321
3.0E-5                    -2.5E-5                  -3.44E-4                 -118.44300808675382
3.0E-5                    -2.5E-5                  -3.430000000000001E-4    -118.55165513914517
3.0E-5                    -2.5E-5                  -3.420000000000001E-4    -118.6603021915355
3.0E-5                    -2.5E-5                  -3.4100000000000005E-4   -118.76894924392684
3.0E-5                    -2.5E-5                  -3.4E-4                  -118.8775962963179
3.0E-5                    -2.5E-5                  -3.39E-4                 -118.98624334870914
3.0E-5                    -2.5E-5                  -3.380000000000001E-4    -119.09489040109992
3.0E-5                    -2.5E-5                  -3.3700000000000006E-4   -119.20353745349092
3.0E-5                    -2.5E-5                  -3.3600000000000004E-4   -119.31218450588187
3.0E-5                    -2.5E-5                  -3.35E-4                 -119.42083155827333
3.0E-5                    -2.5E-5                  -3.340000000000001E-4    -119.5294786106644
3.0E-5                    -2.5E-5                  -3.3300000000000007E-4   -119.63812566305523
3.0E-5                    -2.5E-5                  -3.3200000000000005E-4   -119.74677271544618
3.0E-5                    -2.5E-5                  -3.31E-4                 -119.85541976783725
3.0E-5                    -2.5E-5                  -3.3E-4                  -119.96406682022786
3.0E-5                    -2.5E-5                  -3.290000000000001E-4    -120.07271387261886
3.0E-5                    -2.5E-5                  -3.2800000000000006E-4   -120.18136092500993
3.0E-5                    -2.5E-5                  -3.2700000000000003E-4   -120.29000797740156
3.0E-5                    -2.5E-5                  -3.26E-4                 -120.39865502979274
3.0E-5                    -2.5E-5                  -3.250000000000001E-4    -120.50730208218317
3.0E-5                    -2.5E-5                  -3.2400000000000007E-4   -120.61594913457424
3.0E-5                    -2.5E-5                  -3.2300000000000004E-4   -120.72459618696521
3.0E-5                    -2.5E-5                  -3.22E-4                 -120.83324323935616
3.0E-5                    -2.5E-5                  -3.210000000000001E-4    -120.94189029174751
3.0E-5                    -2.5E-5                  -3.200000000000001E-4    -121.05053734413832
3.0E-5                    -2.5E-5                  -3.1900000000000006E-4   -121.15918439652913
3.0E-5                    -2.5E-5                  -3.1800000000000003E-4   -121.26783144891999
3.0E-5                    -2.5E-5                  -3.17E-4                 -121.37647850131074
3.0E-5                    -2.5E-5                  -3.160000000000001E-4    -121.48512555370272
3.0E-5                    -2.5E-5                  -3.1500000000000007E-4   -121.59377260609372
3.0E-5                    -2.5E-5                  -3.1400000000000004E-4   -121.70241965848425
3.0E-5                    -2.5E-5                  -3.13E-4                 -121.81106671087551
3.0E-5                    -2.5E-5                  -3.120000000000001E-4    -121.91971376326606
3.0E-5                    -2.5E-5                  -3.110000000000001E-4    -122.02836081565758
3.0E-5                    -2.5E-5                  -3.1000000000000005E-4   -122.13700786804861
3.0E-5                    -2.5E-5                  -3.0900000000000003E-4   -122.24565492043982
3.0E-5                    -2.5E-5                  -3.08E-4                 -122.35430197283064
3.0E-5                    -2.5E-5                  -3.070000000000001E-4    -122.4629490252212
3.0E-5                    -2.5E-5                  -3.0600000000000007E-4   -122.57159607761236
3.0E-5                    -2.5E-5                  -3.0500000000000004E-4   -122.68024313000357
3.0E-5                    -2.5E-5                  -3.04E-4                 -122.78889018239434
3.0E-5                    -2.5E-5                  -3.030000000000001E-4    -122.89753723478587
3.0E-5                    -2.5E-5                  -3.020000000000001E-4    -123.00618428717623
3.0E-5                    -2.5E-5                  -3.0100000000000005E-4   -123.11483133956744
3.0E-5                    -2.5E-5                  -3.0000000000000003E-4   -123.22347839195871
3.0E-5                    -2.5E-5                  -2.99E-4                 -123.33212544434951
3.0E-5                    -2.5E-5                  -2.980000000000001E-4    -123.44077249674072
3.0E-5                    -2.5E-5                  -2.9700000000000006E-4   -123.54941954913164
3.0E-5                    -2.5E-5                  -2.9600000000000004E-4   -123.65806660152256
3.0E-5                    -2.5E-5                  -2.95E-4                 -123.76671365391373
3.0E-5                    -2.5E-5                  -2.940000000000001E-4    -123.87536070630435
3.0E-5                    -2.5E-5                  -2.930000000000001E-4    -123.98400775869602
3.0E-5                    -2.5E-5                  -2.9200000000000005E-4   -124.09265481108672
3.0E-5                    -2.5E-5                  -2.91E-4                 -124.20130186347771
3.0E-5                    -2.5E-5                  -2.9E-4                  -124.30994891586897
3.0E-5                    -2.5E-5                  -2.890000000000001E-4    -124.4185959682596
3.0E-5                    -2.5E-5                  -2.8800000000000006E-4   -124.52724302065076
3.0E-5                    -2.5E-5                  -2.8700000000000004E-4   -124.63589007304242
3.0E-5                    -2.5E-5                  -2.86E-4                 -124.74453712543249
3.0E-5                    -2.5E-5                  -2.850000000000001E-4    -124.85318417782374
3.0E-5                    -2.5E-5                  -2.8400000000000007E-4   -124.96183123021478
3.0E-5                    -2.5E-5                  -2.8300000000000005E-4   -125.07047828260595
3.0E-5                    -2.5E-5                  -2.82E-4                 -125.17912533499698
3.0E-5                    -2.5E-5                  -2.81E-4                 -125.2877723873879
3.0E-5                    -2.5E-5                  -2.800000000000001E-4    -125.39641943977905
3.0E-5                    -2.5E-5                  -2.7900000000000006E-4   -125.50506649217009
3.0E-5                    -2.5E-5                  -2.7800000000000004E-4   -125.6137135445608
3.0E-5                    -2.5E-5                  -2.77E-4                 -125.72236059695217
3.0E-5                    -2.5E-5                  -2.760000000000001E-4    -125.83100764934287
3.0E-5                    -2.5E-5                  -2.7500000000000007E-4   -125.93965470173401
3.0E-5                    -2.5E-5                  -2.7400000000000005E-4   -126.04830175412516
3.0E-5                    -2.5E-5                  -2.73E-4                 -126.1569488065162
3.0E-5                    -2.5E-5                  -2.720000000000001E-4    -126.265595858907
3.0E-5                    -2.5E-5                  -2.710000000000001E-4    -126.37424291129793
3.0E-5                    -2.5E-5                  -2.7000000000000006E-4   -126.48288996368885
3.0E-5                    -2.5E-5                  -2.6900000000000003E-4   -126.59153701608034
3.0E-5                    -2.5E-5                  -2.68E-4                 -126.70018406847129
3.0E-5                    -2.5E-5                  -2.670000000000001E-4    -126.89401492500815
3.0E-5                    -2.5E-5                  -2.6600000000000007E-4   -127.0084085682958
3.0E-5                    -2.5E-5                  -2.6500000000000004E-4   -127.12280221158227
3.0E-5                    -2.5E-5                  -2.64E-4                 -127.23719585486953
3.0E-5                    -2.5E-5                  -2.630000000000001E-4    -127.3515894981569
3.0E-5                    -2.5E-5                  -2.620000000000001E-4    -127.4659831414437
3.0E-5                    -2.5E-5                  -2.6100000000000006E-4   -127.58037678473175
3.0E-5                    -2.5E-5                  -2.6000000000000003E-4   -127.69477042801762
3.0E-5                    -2.5E-5                  -2.59E-4                 -127.80916407130528
3.0E-5                    -2.5E-5                  -2.580000000000001E-4    -127.9235577145929
3.0E-5                    -2.5E-5                  -2.5700000000000007E-4   -128.03795135787897
3.0E-5                    -2.5E-5                  -2.5600000000000004E-4   -128.15234500116702
3.0E-5                    -2.5E-5                  -2.55E-4                 -128.26673864445314
3.0E-5                    -2.5E-5                  -2.540000000000001E-4    -128.38113228774088
3.0E-5                    -2.5E-5                  -2.530000000000001E-4    -128.49552593102717
3.0E-5                    -2.5E-5                  -2.5200000000000005E-4   -128.609919574314
3.0E-5                    -2.5E-5                  -2.5100000000000003E-4   -128.72431321760155
3.0E-5                    -2.5E-5                  -2.5E-4                  -128.83870686088875
3.0E-5                    -2.5E-5                  -2.490000000000001E-4    -128.9531005041749
3.0E-5                    -2.5E-5                  -2.4800000000000007E-4   -129.0674941474627
3.0E-5                    -2.5E-5                  -2.4700000000000004E-4   -129.18188779074984
3.0E-5                    -2.5E-5                  -2.46E-4                 -129.2962814340371
3.0E-5                    -2.5E-5                  -2.450000000000001E-4    -129.4106750773237
3.0E-5                    -2.5E-5                  -2.4400000000000008E-4   -129.5250687206106
3.0E-5                    -2.5E-5                  -2.4300000000000005E-4   -129.6394623638983
3.0E-5                    -2.5E-5                  -2.4200000000000003E-4   -129.75385600718514
3.0E-5                    -2.5E-5                  -2.41E-4                 -129.86824965047245
3.0E-5                    -2.5E-5                  -2.400000000000001E-4    -129.98264329375993
3.0E-5                    -2.5E-5                  -2.3900000000000006E-4   -130.09703693704643
3.0E-5                    -2.5E-5                  -2.3800000000000004E-4   -130.21143058033354
3.0E-5                    -2.5E-5                  -2.3700000000000001E-4   -130.32582422362043
3.0E-5                    -2.5E-5                  -2.360000000000001E-4    -130.44021786690757
3.0E-5                    -2.5E-5                  -2.3500000000000007E-4   -130.55461151019426
3.0E-5                    -2.5E-5                  -2.3400000000000005E-4   -130.66900515348215
3.0E-5                    -2.5E-5                  -2.3300000000000003E-4   -130.78339879676895
3.0E-5                    -2.5E-5                  -2.32E-4                 -130.89779244005553
3.0E-5                    -2.5E-5                  -2.3100000000000009E-4   -131.01218608334347
3.0E-5                    -2.5E-5                  -2.3000000000000006E-4   -131.1265797266297
3.0E-5                    -2.5E-5                  -2.2900000000000004E-4   -131.24097336991753
3.0E-5                    -2.5E-5                  -2.28E-4                 -131.35536701320433
3.0E-5                    -2.5E-5                  -2.270000000000001E-4    -131.46976065649142
3.0E-5                    -2.5E-5                  -2.2600000000000007E-4   -131.58415429977873
3.0E-5                    -2.5E-5                  -2.2500000000000005E-4   -131.69854794306525
3.0E-5                    -2.5E-5                  -2.2400000000000002E-4   -131.81294158635194
3.0E-5                    -2.5E-5                  -2.230000000000001E-4    -131.92733522963994
3.0E-5                    -2.5E-5                  -2.2200000000000008E-4   -131.89770502544133
3.0E-5                    -2.5E-5                  -2.2100000000000006E-4   -132.02324456523183
3.0E-5                    -2.5E-5                  -2.2000000000000003E-4   -132.14878410502257
3.0E-5                    -2.5E-5                  -2.19E-4                 -132.27432364481305
3.0E-5                    -2.5E-5                  -2.180000000000001E-4    -132.39986318460353
3.0E-5                    -2.5E-5                  -2.1700000000000007E-4   -132.5254027243933
3.0E-5                    -2.5E-5                  -2.1600000000000005E-4   -132.65094226418415
3.0E-5                    -2.5E-5                  -2.1500000000000002E-4   -132.77648180397506
3.0E-5                    -2.5E-5                  -2.140000000000001E-4    -132.9020213437651
3.0E-5                    -2.5E-5                  -2.1300000000000008E-4   -133.0275608835559
3.0E-5                    -2.5E-5                  -2.1200000000000006E-4   -133.15310042334613
3.0E-5                    -2.5E-5                  -2.1100000000000003E-4   -133.27863996313647
3.0E-5                    -2.5E-5                  -2.1E-4                  -133.40417950292732
3.0E-5                    -2.5E-5                  -2.090000000000001E-4    -133.52971904271774
3.0E-5                    -2.5E-5                  -2.0800000000000007E-4   -133.65525858250788
3.0E-5                    -2.5E-5                  -2.0700000000000004E-4   -133.7807981222991
3.0E-5                    -2.5E-5                  -2.0600000000000002E-4   -133.90633766208958
3.0E-5                    -2.5E-5                  -2.050000000000001E-4    -134.03187720187907
3.0E-5                    -2.5E-5                  -2.0400000000000008E-4   -134.15741674167032
3.0E-5                    -2.5E-5                  -2.0300000000000006E-4   -134.28295628146066
3.0E-5                    -2.5E-5                  -2.0200000000000003E-4   -134.40849582125094
3.0E-5                    -2.5E-5                  -2.01E-4                 -134.53403536104187
3.0E-5                    -2.5E-5                  -2.000000000000001E-4    -134.6595749008322
3.0E-5                    -2.5E-5                  -1.9900000000000007E-4   -134.78511444062246
3.0E-5                    -2.5E-5                  -1.9800000000000004E-4   -134.91065398041292
3.0E-5                    -2.5E-5                  -1.9700000000000002E-4   -135.0361935202038
3.0E-5                    -2.5E-5                  -1.960000000000001E-4    -135.16173305999376
3.0E-5                    -2.5E-5                  -1.9500000000000008E-4   -135.28727259978461
3.0E-5                    -2.5E-5                  -1.9400000000000005E-4   -135.41281213957475
3.0E-5                    -2.5E-5                  -1.9300000000000003E-4   -135.53835167936543
3.0E-5                    -2.5E-5                  -1.92E-4                 -135.66389121915586
3.0E-5                    -2.5E-5                  -1.910000000000001E-4    -135.78943075894676
3.0E-5                    -2.5E-5                  -1.9000000000000006E-4   -135.91497029873705
3.0E-5                    -2.5E-5                  -1.8900000000000004E-4   -136.04050983852758
3.0E-5                    -2.5E-5                  -1.8800000000000002E-4   -136.16604937831767
3.0E-5                    -2.5E-5                  -1.870000000000001E-4    -136.29158891810852
3.0E-5                    -2.5E-5                  -1.8600000000000008E-4   -136.41712845789903
3.0E-5                    -2.5E-5                  -1.8500000000000005E-4   -136.54266799768936
3.0E-5                    -2.5E-5                  -1.8400000000000003E-4   -136.66820753748016
3.0E-5                    -2.5E-5                  -1.830000000000001E-4    -136.7937470772707
3.0E-5                    -2.5E-5                  -1.820000000000001E-4    -136.91928661706072
3.0E-5                    -2.5E-5                  -1.8100000000000006E-4   -137.04482615685134
3.0E-5                    -2.5E-5                  -1.8000000000000004E-4   -137.17036569664216
3.0E-5                    -2.5E-5                  -1.7900000000000001E-4   -137.29590523643265
3.0E-5                    -2.5E-5                  -1.780000000000001E-4    -137.42144477622335
3.0E-5                    -2.5E-5                  -1.7700000000000007E-4   -137.54698431601327
3.0E-5                    -2.5E-5                  -1.7600000000000005E-4   -137.6725238558037
3.0E-5                    -2.5E-5                  -1.7500000000000003E-4   -137.79806339559445
3.0E-5                    -2.5E-5                  -1.740000000000001E-4    -137.9236029353848
3.0E-5                    -2.5E-5                  -1.7300000000000009E-4   -138.0491424751753
3.0E-5                    -2.5E-5                  -1.7200000000000006E-4   -138.17468201496553
3.0E-5                    -2.5E-5                  -1.7100000000000004E-4   -138.30022155475604
3.0E-5                    -2.5E-5                  -1.7E-4                  -138.4257610945469
3.0E-5                    -2.5E-5                  -1.690000000000001E-4    -138.55130063433742
3.0E-5                    -2.5E-5                  -1.6800000000000007E-4   -138.67684017412768
3.0E-5                    -2.5E-5                  -1.6700000000000005E-4   -138.80237971391847
3.0E-5                    -2.5E-5                  -1.6600000000000002E-4   -138.92791925370858
3.0E-5                    -2.5E-5                  -1.650000000000001E-4    -139.05345879349937
3.0E-5                    -2.5E-5                  -1.6400000000000008E-4   -139.1789983332896
3.0E-5                    -2.5E-5                  -1.6300000000000006E-4   -139.3045378730804
3.0E-5                    -2.5E-5                  -1.6200000000000003E-4   -139.43007741287119
3.0E-5                    -2.5E-5                  -1.61E-4                 -139.5556169526611
3.0E-5                    -2.5E-5                  -1.600000000000001E-4    -139.68115649245175
3.0E-5                    -2.5E-5                  -1.5900000000000007E-4   -139.80669603224203
3.0E-5                    -2.5E-5                  -1.5800000000000005E-4   -139.9322355720327
3.0E-5                    -2.5E-5                  -1.5700000000000002E-4   -140.05777511182316
3.0E-5                    -2.5E-5                  -1.560000000000001E-4    -140.18331465161364
3.0E-5                    -2.5E-5                  -1.5500000000000008E-4   -140.30885419140427
3.0E-5                    -2.5E-5                  -1.5400000000000006E-4   -140.4343937311946
3.0E-5                    -2.5E-5                  -1.5300000000000003E-4   -140.55993327098577
3.0E-5                    -2.5E-5                  -1.52E-4                 -140.68547281077588
3.0E-5                    -2.5E-5                  -1.510000000000001E-4    -140.81101235056647
3.0E-5                    -2.5E-5                  -1.5000000000000007E-4   -140.93655189035678
3.0E-5                    -2.5E-5                  -1.4900000000000004E-4   -141.06209143014718
3.0E-5                    -2.5E-5                  -1.4800000000000002E-4   -141.18763096993743
3.0E-5                    -2.5E-5                  -1.470000000000001E-4    -141.31317050972797
3.0E-5                    -2.5E-5                  -1.4600000000000008E-4   -141.43871004951865
3.0E-5                    -2.5E-5                  -1.4500000000000006E-4   -141.564249589309
3.0E-5                    -2.5E-5                  -1.4400000000000003E-4   -141.68978912909984
3.0E-5                    -2.5E-5                  -1.43E-4                 -141.81532866889046
3.0E-5                    -2.5E-5                  -1.420000000000001E-4    -141.94086820868074
3.0E-5                    -2.5E-5                  -1.4100000000000007E-4   -142.06640774847097
3.0E-5                    -2.5E-5                  -1.4000000000000004E-4   -142.19194728826113
3.0E-5                    -2.5E-5                  -1.3900000000000002E-4   -142.31748682805178
3.0E-5                    -2.5E-5                  -1.380000000000001E-4    -142.44302636784266
3.0E-5                    -2.5E-5                  -1.3700000000000008E-4   -142.56856590763255
3.0E-5                    -2.5E-5                  -1.3600000000000005E-4   -142.69410544742377
3.0E-5                    -2.5E-5                  -1.3500000000000003E-4   -142.81964498721348
3.0E-5                    -2.5E-5                  -1.340000000000001E-4    -142.94518452700459
3.0E-5                    -2.5E-5                  -1.330000000000001E-4    -143.07072406679544
3.0E-5                    -2.5E-5                  -1.3200000000000006E-4   -143.1962636065856
