4.922342067261992860e+00,4.244479018143436200e+00,3.874857834168460524e+00,1.937988142127289981e+00,1.559718835886377608e+00,8.792610631920295461e+00,6.919684133812167737e+00,4.953926287990526589e+00,5.574154955717490090e+00,5.605371344823720570e+00,8.722724828126796837e+00,nan,3.934179897594637154e+00,nan,1.101417630333200037e+01
4.546065209369771765e+00,3.868559291773635778e+00,3.494482173760843580e+00,1.561625116199138574e+00,1.180554161865075002e+00,8.245897180124302395e+00,6.382434017099512857e+00,4.399976655400678283e+00,5.033930164210687508e+00,5.069141960755587206e+00,8.155639679634987260e+00,9.497606959133918281e+00,3.337123330209578853e+00,9.729482710450611194e+00,1.035413957114724326e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
