65	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
66	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
67	1.01e+09	-1.7e+08	1.8e+08	-3e+07	9e+07	-2e+07
68	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
69	2.4e+08	-2.2e+08	5e+07	-4e+07	2e+07	-2e+07
70	7.73e+09	-1.7e+08	1.36e+09	-3e+07	6.7e+08	-2e+07
71	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
72	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
73	1.7e+08	-1.57e+09	3e+07	-2.8e+08	2e+07	-1.4e+08
74	5e+08	-1.8e+08	9e+07	-4e+07	5e+07	-2e+07
75	1.67e+09	-1.7e+08	3e+08	-3e+07	1.5e+08	-2e+07
76	1.7e+08	-2.05e+09	3e+07	-3.6e+08	2e+07	-1.8e+08
77	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
78	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
79	8.41e+09	-1.7e+08	1.47e+09	-4e+07	7.3e+08	-2e+07
80	5.1e+08	-1.7e+08	9e+07	-3e+07	5e+07	-2e+07
81	9.3e+08	-1.7e+08	1.7e+08	-4e+07	8e+07	-2e+07
82	2.69e+09	-1.7e+08	4.7e+08	-3e+07	2.4e+08	-2e+07
83	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
84	1.7e+08	-5.99e+09	3e+07	-1.05e+09	2e+07	-5.2e+08
85	6.9e+08	-1.7e+08	1.3e+08	-3e+07	6e+07	-2e+07
86	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
87	7.81e+09	-1.7e+08	1.37e+09	-3e+07	6.7e+08	-2e+07
88	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
89	5e+08	-1.8e+08	9e+07	-4e+07	5e+07	-2e+07
90	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
91	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
92	7.7e+08	-1.7e+08	1.4e+08	-3e+07	7e+07	-2e+07
93	2.4e+08	-2.2e+08	4e+07	-4e+07	3e+07	-2e+07
94	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
95	2.1e+08	-2.8e+08	4e+07	-5e+07	2e+07	-3e+07
96	5.43e+09	-1.7e+08	9.5e+08	-3e+07	4.7e+08	-2e+07
97	8.8e+08	-1.7e+08	1.6e+08	-3e+07	8e+07	-2e+07
98	9.2e+08	-1.7e+08	1.7e+08	-4e+07	8e+07	-2e+07
99	2.4e+08	-2.2e+08	5e+07	-4e+07	3e+07	-2e+07
