4.451350901475277233e+00,4.971049661181233148e+00,2.271328947750931970e+00,nan,nan,5.749631860257213845e+00,1.389473637176179333e+00,2.012205729298105705e+00,7.640722408998744664e-01,2.738510575130731706e+00
3.983551328481553355e+00,4.496553728293292806e+00,1.804527521468116902e+00,-7.914067865076503949e-01,-2.805807654622185510e-01,5.246943493151775328e+00,9.053217789787595393e-01,1.527122872164909495e+00,2.950308668223442510e-01,2.256448158066632459e+00
nan,nan,nan,-1.242969874813705689e+00,-7.249624924243754931e-01,nan,nan,nan,nan,nan
