520.0	2.15448e-015	2.6946e-016	-1.15977	0.277433
533.5	2.08261e-015	7.37426e-016	2.3889	1.89341
546.0	1.45185e-015	1.05429e-015	1.00852	0.930361
559.0	1.55777e-015	7.8619e-016	-0.241682	1.03809
572.0	3.80789e-015	1.38886e-015	-1.45348	0.641456
585.5	5.03376e-015	2.2342e-015	2.67242	2.01788
598.0	3.64443e-015	2.59703e-015	0.920643	1.51022
611.0	3.18126e-015	1.36915e-015	-1.19604	0.878191
624.1	1.50786e-015	1.25232e-015	1.0279	1.84588
637.0	1.47132e-015	6.79156e-016	-0.606139	1.2331
650.7	2.01052e-015	5.64333e-016	3.03399	2.07733
663.2	1.13923e-015	5.18781e-016	1.04063	1.79743
676.0	1.24337e-015	7.0343e-016	-0.689946	1.38838
689.0	1.51033e-015	6.47863e-016	-0.94834	1.98858
702.0	1.55399e-015	9.10132e-016	-0.308882	1.51998
715.2	1.14209e-015	4.85514e-016	1.10141	2.04153
728.0	1.44943e-015	9.15592e-016	0.0351804	0.737686
741.0	1.27923e-015	5.62156e-016	-0.534765	0.747628
754.0	1.83801e-015	4.43888e-016	-0.0125304	1.81834
767.0	2.2784e-015	6.49769e-016	-0.505669	1.94218
780.0	2.39985e-015	9.53567e-016	1.18893	0.552266
793.0	1.16e-015	4.29795e-016	-0.592274	1.03606
806.0	1.61226e-015	8.55985e-016	-1.37709	0.296745
819.0	1.32514e-015	3.56119e-016	1.41331	1.67878
832.0	1.08717e-015	7.18311e-016	1.16109	1.3237
845.0	2.18945e-015	6.03285e-016	-0.665163	2.00846
858.0	3.00128e-015	6.53506e-016	0.873682	0.858501
871.0	2.06136e-015	5.04497e-016	-0.501294	1.17446
884.0	1.5664e-015	6.67735e-016	-0.981791	1.41966
897.0	1.51952e-015	6.0724e-016	0.657537	1.45911
910.0	1.11178e-015	8.43293e-016	-0.0159581	1.32587
923.0	1.808e-015	6.69925e-016	0.993878	1.23459
936.0	2.46422e-015	8.37259e-016	-0.449926	1.41202
949.0	1.83029e-015	8.69658e-016	-0.125051	2.03865
962.1	2.20347e-015	8.77187e-016	1.08923	1.89499
975.0	1.448e-015	6.57249e-016	0.414588	1.05566
988.0	2.02975e-015	7.90818e-016	-1.8223	0.870955
1001.0	2.15819e-015	4.02262e-016	1.59548	1.69238
1014.0	3.37027e-015	1.04622e-015	0.709694	1.22403
1027.0	2.63871e-015	7.70101e-016	0.0882961	1.16817
1040.0	1.28697e-015	5.9357e-016	-0.0939079	1.67802
1053.2	2.58497e-015	8.42255e-016	1.49632	2.002
1066.0	2.87425e-015	8.91666e-016	0.465123	1.27846
1079.0	2.22783e-015	7.57458e-016	-0.119856	1.87215
1092.0	2.53286e-015	9.48552e-016	0.754119	1.84296
1105.4	1.27391e-015	7.59934e-016	2.49509	1.94695
1118.0	1.95585e-015	7.0106e-016	0.187628	1.975
1131.0	2.13529e-015	6.98751e-016	-0.8655	1.33456
1144.0	3.0125e-015	1.59617e-015	-0.704698	1.82366
1157.0	2.59633e-015	8.69421e-016	1.73181	1.51491
1170.0	2.58224e-015	4.46308e-016	-0.185211	1.06941
1183.0	9.76889e-016	3.79629e-016	-0.0719323	1.74216
1196.1	2.00227e-015	1.15702e-015	0.912191	1.8398
1209.0	3.09909e-015	1.29359e-015	0.39657	1.96244
1222.0	1.84472e-015	7.94479e-016	0.99314	1.55701
1235.0	1.81768e-015	1.10562e-015	-0.220466	1.9228
1248.0	2.52771e-015	1.52083e-015	-0.696916	1.69313
1261.1	1.93468e-015	9.52323e-016	1.27698	1.88871
1274.4	8.98198e-016	5.70126e-016	2.56435	2.0907
1287.0	1.486e-015	6.91686e-016	-0.626576	1.43605
1300.0	1.96743e-015	7.27956e-016	0.415503	1.54838
1313.0	3.72427e-015	1.05947e-015	0.0411165	0.990377
1326.0	2.11662e-015	1.11861e-015	-0.267766	1.8264
1339.0	1.84365e-015	5.27184e-016	-1.42702	1.14477
1352.0	3.34715e-015	1.15069e-015	1.09867	1.18047
1365.0	1.81943e-015	1.22977e-015	0.0966054	0.856259
1378.0	2.20758e-015	7.28266e-016	-0.763716	2.07781
1391.0	1.34608e-015	8.79248e-016	0.785931	1.8861
1404.0	2.46849e-015	9.22116e-016	1.97702	0.5367
1417.0	2.49783e-015	1.2862e-015	1.05085	1.67415
1430.0	3.33053e-015	1.03139e-015	-0.177226	1.32133
1443.0	3.25001e-015	1.29008e-015	-0.110155	2.08362
1456.0	4.18555e-015	2.02955e-015	0.927829	1.5774
1469.0	2.0634e-015	1.00631e-015	0.982394	1.42434
1482.0	1.30303e-015	1.06435e-015	-1.09182	0.849243
1495.0	1.27807e-015	5.76832e-016	0.776074	1.55516
1508.4	1.55406e-015	6.10321e-016	2.30282	2.12701
1521.0	2.14624e-015	8.76158e-016	-0.719319	1.59158
1534.0	2.10664e-015	1.19284e-015	-0.34807	1.47307
1547.0	2.64442e-015	1.4948e-015	-0.668353	1.96494
1560.0	2.90235e-015	1.28758e-015	0.206225	1.61915
1573.0	2.64223e-015	1.21361e-015	0.979647	1.401
1586.0	2.06965e-015	1.43922e-015	-0.704946	1.38331
1599.0	3.68815e-015	9.47275e-016	0.308107	1.50916
1612.0	2.56579e-015	7.7096e-016	1.04369	1.27291
1625.0	1.52181e-015	6.716e-016	0.517702	1.10734
1638.0	1.93445e-015	6.42115e-016	-0.13787	1.3682
1651.0	2.06186e-015	9.87562e-016	0.352443	1.74833
1664.0	2.96322e-015	1.01851e-015	0.516797	1.39209
1677.0	2.08488e-015	1.35566e-015	0.187637	1.25294
1690.0	4.38801e-015	1.34477e-015	-1.03805	1.0949
1703.0	2.0907e-015	1.16483e-015	-0.946933	1.75916
1716.0	3.62509e-015	1.9193e-015	-0.413553	1.85785
1729.0	2.94726e-015	1.0076e-015	0.0053466	0.914144
1742.0	3.42005e-015	1.6368e-015	-0.604341	1.85202
1755.0	3.09534e-015	1.82889e-015	-0.981152	0.861042
1768.0	2.7428e-015	1.15479e-015	0.732584	1.54288
1781.0	1.30679e-015	9.2706e-016	-0.136706	1.96763
1794.0	1.50593e-015	1.27737e-015	-1.01398	1.68971
1807.0	3.48605e-015	9.40893e-016	-0.396068	2.07454
1820.0	2.41797e-015	1.92067e-015	0.122484	2.05199
1833.0	1.65036e-015	1.21879e-015	0.16612	1.08879
1846.0	4.05919e-015	1.5222e-015	-0.457382	1.27892
1859.0	2.64003e-015	8.98405e-016	-0.68561	1.74532
1872.0	1.76614e-015	1.36803e-015	-0.356646	1.64402
1885.0	2.43441e-015	1.20476e-015	-0.464249	1.56308
1898.0	1.95337e-015	1.81981e-015	0.213771	0.90378
1911.5	1.84273e-015	2.01545e-015	2.90072	2.24017
1924.0	2.96643e-015	1.75615e-015	-0.433347	2.17769
1937.1	3.10049e-015	1.27062e-015	0.912616	1.71881
1950.0	2.0743e-015	1.14425e-015	-0.465274	2.16214
1963.0	3.71095e-015	3.08117e-015	-0.857506	1.63349
1976.0	3.06284e-015	1.59414e-015	0.150483	1.75373
1989.0	1.01866e-015	1.70158e-015	-0.576035	1.99001
2002.0	1.80988e-015	1.46387e-015	0.198556	1.90832
2015.0	1.64747e-015	9.3237e-016	-0.430743	1.66382
2028.0	1.16317e-015	9.11551e-016	-0.0654099	1.91254
2041.0	2.63246e-015	9.90932e-016	0.630516	1.59985
2054.0	3.138e-015	1.58285e-015	-1.05112	1.63418
2067.0	2.13531e-015	1.55882e-015	-0.648009	1.70768
2080.0	1.76597e-015	1.4086e-015	-0.300348	1.8017
2093.0	2.13606e-015	2.62295e-015	-0.0118576	1.78904
2106.0	5.92728e-016	1.22714e-015	0.112266	2.04185
2119.0	5.34729e-015	2.64011e-015	-0.605818	1.30072
2132.0	2.46206e-015	1.41557e-015	-0.869528	1.72077
2145.0	2.36625e-015	1.28359e-015	-0.619432	1.73787
2158.0	3.54241e-015	1.03254e-015	-0.801422	1.80062
2171.0	3.17531e-015	1.91864e-015	-0.560667	1.3953
2184.0	2.33666e-015	1.65767e-015	0.763998	1.69598
2197.0	3.92691e-015	2.24826e-015	-0.541877	1.95222
2210.0	4.37973e-015	2.75805e-015	0.262417	0.955249
2223.0	6.4831e-016	1.88928e-015	-0.195659	1.39848
2236.0	1.25621e-015	1.91742e-015	-1.68245	1.92729
2249.0	3.21007e-015	3.29668e-015	-0.380772	1.28866
2262.3	1.60396e-015	1.52955e-015	1.23288	1.93177
2275.0	1.8064e-015	2.49296e-015	0.019655	1.21193
2288.0	5.86455e-015	1.61599e-015	-0.41085	1.803
2301.0	4.61477e-015	1.89849e-015	0.332236	2.02136
2314.0	1.91719e-015	1.56938e-015	-0.246943	1.78169
2327.0	4.35008e-015	2.31458e-015	0.831133	1.70663
2340.0	1.90215e-015	1.67022e-015	0.521513	1.76662
2353.0	3.36343e-015	1.62337e-015	-0.345501	1.47003
2366.0	2.78935e-015	1.68728e-015	1.00653	1.73497
2379.0	1.93391e-015	1.34999e-015	-0.289362	1.78262
2392.0	3.85608e-015	1.43834e-015	0.235586	1.55218
2405.2	3.23218e-015	2.53177e-015	1.68598	1.93764
2418.0	2.4828e-015	1.86988e-015	-0.0191999	1.80898
2431.0	4.36226e-015	2.20371e-015	0.738826	1.33815
2444.0	2.10594e-015	1.40302e-015	0.647884	1.78832
2457.0	2.47494e-015	2.99179e-015	-0.933211	1.38057
2470.0	2.29867e-015	1.13746e-015	0.965657	2.05747
2483.0	2.74674e-015	1.75133e-015	-0.289744	1.85733
2496.2	5.66387e-016	2.07644e-015	0.986414	2.09999
